Plant_ID,Date,Temperature,Humidity,TDS_ppm,pH,Growth_Days,Temp_Change,Humidity_Change,pH_Change,TDS_Change,Temp_Roll3,Humidity_Roll3,pH_Roll3,TDS_Roll3,Temp_Optimal,Humidity_Optimal,pH_Optimal,TDS_Optimal,Temp_Optimal_num,Humidity_Optimal_num,pH_Optimal_num,TDS_Optimal_num,Env_Score
1,2023-08-17T00:00:00Z,29.6,62,653,6.6,15,-0.1999999999999993,6,0.1999999999999993,-35,29.833333333333332,65.33333333333333,6.333333333333333,607,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-08-18T00:00:00Z,30.9,70,742,6.1,16,1.2999999999999972,8,-0.5,89,30.099999999999998,62.666666666666664,6.366666666666666,694.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-08-19T00:00:00Z,30.8,57,580,6.2,17,-0.09999999999999787,-13,0.10000000000000053,-162,30.433333333333334,63,6.3,658.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-08-20T00:00:00Z,30.9,78,789,6.5,18,0.09999999999999787,21,0.2999999999999998,209,30.866666666666664,68.33333333333333,6.266666666666666,703.6666666666666,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
1,2023-08-21T00:00:00Z,30.2,63,516,6,19,-0.6999999999999993,-15,-0.5,-273,30.633333333333336,66,6.233333333333333,628.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-08-22T00:00:00Z,30.5,51,527,6.4,20,0.3000000000000007,-12,0.40000000000000036,11,30.53333333333333,64,6.3,610.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-08-23T00:00:00Z,30.8,57,669,6.2,21,0.3000000000000007,6,-0.20000000000000018,142,30.5,57,6.199999999999999,570.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-08-24T00:00:00Z,31.3,73,645,6.6,22,0.5,16,0.39999999999999947,-24,30.866666666666664,60.333333333333336,6.3999999999999995,613.6666666666666,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
1,2023-08-25T00:00:00Z,31.4,52,744,6.8,23,0.09999999999999787,-21,0.20000000000000018,99,31.166666666666668,60.666666666666664,6.533333333333332,686,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-08-26T00:00:00Z,31.4,61,719,6.4,24,0,9,-0.39999999999999947,-25,31.366666666666664,62,6.599999999999999,702.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-08-27T00:00:00Z,30.1,77,589,6.7,25,-1.2999999999999972,16,0.2999999999999998,-130,30.96666666666667,63.333333333333336,6.633333333333333,684,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
1,2023-08-28T00:00:00Z,29.4,71,654,6.4,26,-0.7000000000000028,-6,-0.2999999999999998,65,30.3,69.66666666666667,6.5,654,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
1,2023-08-29T00:00:00Z,28.7,64,451,6.4,27,-0.6999999999999993,-7,0,-203,29.400000000000002,70.66666666666667,6.5,564.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-08-30T00:00:00Z,29.1,51,623,6.6,28,0.40000000000000213,-13,0.1999999999999993,172,29.066666666666666,62,6.466666666666666,576,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-08-31T00:00:00Z,29.2,55,680,6.7,29,0.09999999999999787,4,0.10000000000000053,57,29,56.666666666666664,6.566666666666666,584.6666666666666,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-09-01T00:00:00Z,31.7,50,601,6.4,30,2.5,-5,-0.2999999999999998,-79,30,52,6.566666666666666,634.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-09-02T00:00:00Z,31.7,52,603,6.7,31,0,2,0.2999999999999998,2,30.866666666666664,52.333333333333336,6.599999999999999,628,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-09-03T00:00:00Z,31.7,76,762,6.7,32,0,24,0,159,31.7,59.333333333333336,6.599999999999999,655.3333333333334,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
1,2023-09-04T00:00:00Z,31.7,55,517,6,33,0,-21,-0.7000000000000002,-245,31.7,61,6.466666666666666,627.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-09-05T00:00:00Z,32,55,743,6.6,34,0.3000000000000007,0,0.5999999999999996,226,31.8,62,6.433333333333333,674,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-09-06T00:00:00Z,32.1,76,709,6,35,0.10000000000000142,21,-0.5999999999999996,-34,31.933333333333334,62,6.199999999999999,656.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
1,2023-09-07T00:00:00Z,31.5,68,416,6.2,36,-0.6000000000000014,-8,0.20000000000000018,-293,31.866666666666664,66.33333333333333,6.266666666666666,622.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-09-08T00:00:00Z,29.8,68,577,6.3,37,-1.6999999999999993,0,0.09999999999999964,161,31.133333333333336,70.66666666666667,6.166666666666667,567.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-09-09T00:00:00Z,20.1,61,621,6.5,38,-9.7,-7,0.20000000000000018,44,27.133333333333336,65.66666666666667,6.333333333333333,538,TRUE,TRUE,TRUE,FALSE,1,1,1,0,0.75
1,2023-09-10T00:00:00Z,31.1,64,478,6,39,11,3,-0.5,-143,27,64.33333333333333,6.266666666666666,558.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-09-11T00:00:00Z,31.2,79,672,6.3,40,0.09999999999999787,15,0.2999999999999998,194,27.46666666666667,68,6.266666666666666,590.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
1,2023-09-12T00:00:00Z,31.2,62,576,6.7,41,0,-17,0.40000000000000036,-96,31.166666666666668,68.33333333333333,6.333333333333333,575.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-09-13T00:00:00Z,30.4,57,726,6.1,42,-0.8000000000000007,-5,-0.6000000000000005,150,30.933333333333334,66,6.366666666666666,658,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
1,2023-09-14T00:00:00Z,29.1,75,636,6.8,43,-1.2999999999999972,18,0.7000000000000002,-90,30.233333333333334,64.66666666666667,6.533333333333332,646,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
1,2023-09-15T00:00:00Z,30.6,55,688,6.6,44,1.5,-20,-0.20000000000000018,52,30.03333333333333,62.333333333333336,6.499999999999999,683.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
1,2023-09-16T00:00:00Z,31.5,68,637,6.2,45,0.8999999999999986,13,-0.39999999999999947,-51,30.400000000000002,66,6.533333333333332,653.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-03T00:00:00Z,33.4,74,586,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-04T00:00:00Z,33.5,65,433,6.8,2,0.10000000000000142,-9,0.7000000000000002,-153,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-08-05T00:00:00Z,33.4,55,749,6.7,3,-0.10000000000000142,-10,-0.09999999999999964,316,33.43333333333333,64.66666666666667,6.533333333333334,589.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-08-06T00:00:00Z,33.4,68,680,6.8,4,0,13,0.09999999999999964,-69,33.43333333333333,62.666666666666664,6.766666666666667,620.6666666666666,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-08-07T00:00:00Z,33.4,50,488,6.4,5,0,-18,-0.39999999999999947,-192,33.4,57.666666666666664,6.633333333333334,639,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-08T00:00:00Z,32.3,78,697,6.3,6,-1.1000000000000014,28,-0.10000000000000053,209,33.03333333333333,65.33333333333333,6.5,621.6666666666666,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-09T00:00:00Z,32.3,77,624,6.6,7,0,-1,0.2999999999999998,-73,32.666666666666664,68.33333333333333,6.433333333333334,603,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
2,2023-08-10T00:00:00Z,22.7,57,593,6.5,8,-9.599999999999998,-20,-0.09999999999999964,-31,29.099999999999998,70.66666666666667,6.466666666666668,638,TRUE,TRUE,TRUE,FALSE,1,1,1,0,0.75
2,2023-08-11T00:00:00Z,31.9,73,564,6.1,9,9.2,16,-0.40000000000000036,-29,28.966666666666665,69,6.400000000000001,593.6666666666666,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-12T00:00:00Z,30.2,65,416,6.6,10,-1.6999999999999993,-8,0.5,-148,28.266666666666666,65,6.400000000000001,524.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-08-13T00:00:00Z,30.1,71,664,6.4,11,-0.09999999999999787,6,-0.1999999999999993,248,30.733333333333334,69.66666666666667,6.366666666666667,548,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-14T00:00:00Z,30.1,65,746,6.8,12,0,-6,0.39999999999999947,82,30.133333333333336,67,6.6000000000000005,608.6666666666666,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-08-15T00:00:00Z,30.1,75,646,6.3,13,0,10,-0.5,-100,30.100000000000005,70.33333333333333,6.5,685.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-16T00:00:00Z,29.8,58,413,6.5,14,-0.3000000000000007,-17,0.20000000000000018,-233,30,66,6.533333333333334,601.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-17T00:00:00Z,29.6,50,487,6.7,15,-0.1999999999999993,-8,0.20000000000000018,74,29.833333333333332,61,6.5,515.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-08-18T00:00:00Z,30.9,79,564,6.2,16,1.2999999999999972,29,-0.5,77,30.099999999999998,62.333333333333336,6.466666666666668,488,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-19T00:00:00Z,30.8,56,430,6.5,17,-0.09999999999999787,-23,0.2999999999999998,-134,30.433333333333334,61.666666666666664,6.466666666666668,493.6666666666667,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-20T00:00:00Z,30.9,71,527,6.2,18,0.09999999999999787,15,-0.2999999999999998,97,30.866666666666664,68.66666666666667,6.300000000000001,507,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-21T00:00:00Z,30.2,51,704,6.3,19,-0.6999999999999993,-20,0.09999999999999964,177,30.633333333333336,59.333333333333336,6.333333333333333,553.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-22T00:00:00Z,30.5,62,732,6.3,20,0.3000000000000007,11,0,28,30.53333333333333,61.333333333333336,6.266666666666667,654.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-23T00:00:00Z,30.8,69,420,6.5,21,0.3000000000000007,7,0.20000000000000018,-312,30.5,60.666666666666664,6.366666666666667,618.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-24T00:00:00Z,31.3,54,608,6.3,22,0.5,-15,-0.20000000000000018,188,30.866666666666664,61.666666666666664,6.366666666666667,586.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-25T00:00:00Z,31.4,58,687,6.3,23,0.09999999999999787,4,0,79,31.166666666666668,60.333333333333336,6.366666666666667,571.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-26T00:00:00Z,31.4,64,529,6.2,24,0,6,-0.09999999999999964,-158,31.366666666666664,58.666666666666664,6.266666666666667,608,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-27T00:00:00Z,30.1,78,427,6.3,25,-1.2999999999999972,14,0.09999999999999964,-102,30.96666666666667,66.66666666666667,6.266666666666667,547.6666666666666,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-08-28T00:00:00Z,29.4,57,780,6.4,26,-0.7000000000000028,-21,0.10000000000000053,353,30.3,66.33333333333333,6.300000000000001,578.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-29T00:00:00Z,28.7,57,508,6.2,27,-0.6999999999999993,0,-0.20000000000000018,-272,29.400000000000002,64,6.300000000000001,571.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-08-30T00:00:00Z,29.1,58,603,6.6,28,0.40000000000000213,1,0.39999999999999947,95,29.066666666666666,57.333333333333336,6.400000000000001,630.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-08-31T00:00:00Z,29.2,56,581,6.7,29,0.09999999999999787,-2,0.10000000000000053,-22,29,57,6.5,564,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-09-01T00:00:00Z,31.7,56,622,6.4,30,2.5,0,-0.2999999999999998,41,30,56.666666666666664,6.566666666666667,602,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-09-02T00:00:00Z,31.7,73,598,6.5,31,0,17,0.09999999999999964,-24,30.866666666666664,61.666666666666664,6.533333333333334,600.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-09-03T00:00:00Z,31.7,57,597,6.2,32,0,-16,-0.2999999999999998,-1,31.7,62,6.366666666666667,605.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-09-04T00:00:00Z,31.7,61,498,6,33,0,4,-0.20000000000000018,-99,31.7,63.666666666666664,6.233333333333334,564.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-09-05T00:00:00Z,32,63,569,6.4,34,0.3000000000000007,2,0.40000000000000036,71,31.8,60.333333333333336,6.2,554.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-09-06T00:00:00Z,32.1,75,697,6.3,35,0.10000000000000142,12,-0.10000000000000053,128,31.933333333333334,66.33333333333333,6.233333333333334,588,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-09-07T00:00:00Z,31.5,77,627,6.6,36,-0.6000000000000014,2,0.2999999999999998,-70,31.866666666666664,71.66666666666667,6.433333333333334,631,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
2,2023-09-08T00:00:00Z,29.8,61,537,6.6,37,-1.6999999999999993,-16,0,-90,31.133333333333336,71,6.5,620.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-09-09T00:00:00Z,20.1,63,785,6.3,38,-9.7,2,-0.2999999999999998,248,27.133333333333336,67,6.5,649.6666666666666,TRUE,TRUE,TRUE,FALSE,1,1,1,0,0.75
2,2023-09-10T00:00:00Z,31.1,70,428,6.7,39,11,7,0.40000000000000036,-357,27,64.66666666666667,6.533333333333334,583.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-09-11T00:00:00Z,31.2,56,797,6.8,40,0.09999999999999787,-14,0.09999999999999964,369,27.46666666666667,63,6.6000000000000005,670,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-09-12T00:00:00Z,31.2,66,657,6.8,41,0,10,0,-140,31.166666666666668,64,6.766666666666667,627.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
2,2023-09-13T00:00:00Z,30.4,75,473,6.6,42,-0.8000000000000007,9,-0.20000000000000018,-184,30.933333333333334,65.66666666666667,6.733333333333334,642.3333333333334,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
2,2023-09-14T00:00:00Z,29.1,72,689,6.3,43,-1.2999999999999972,-3,-0.2999999999999998,216,30.233333333333334,71,6.566666666666667,606.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
2,2023-09-15T00:00:00Z,30.6,52,681,6.3,44,1.5,-20,0,-8,30.03333333333333,66.33333333333333,6.400000000000001,614.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
2,2023-09-16T00:00:00Z,31.5,79,719,6.7,45,0.8999999999999986,27,0.40000000000000036,38,30.400000000000002,67.66666666666667,6.433333333333334,696.3333333333334,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
3,2023-08-03T00:00:00Z,33.4,51,667,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-04T00:00:00Z,33.5,63,632,6.1,2,0.10000000000000142,12,-0.10000000000000053,-35,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-05T00:00:00Z,33.4,65,636,6.7,3,-0.10000000000000142,2,0.6000000000000005,4,33.43333333333333,59.666666666666664,6.333333333333333,645,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
3,2023-08-06T00:00:00Z,33.4,62,525,6.6,4,0,-3,-0.10000000000000053,-111,33.43333333333333,63.333333333333336,6.466666666666666,597.6666666666666,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
3,2023-08-07T00:00:00Z,33.4,65,735,6,5,0,3,-0.5999999999999996,210,33.4,64,6.433333333333334,632,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-08T00:00:00Z,32.3,80,794,6.4,6,-1.1000000000000014,15,0.40000000000000036,59,33.03333333333333,69,6.333333333333333,684.6666666666666,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-08-09T00:00:00Z,32.3,80,691,6.2,7,0,0,-0.20000000000000018,-103,32.666666666666664,75,6.2,740,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-08-10T00:00:00Z,22.7,65,783,6.6,8,-9.599999999999998,-15,0.39999999999999947,92,29.099999999999998,75,6.3999999999999995,756,TRUE,TRUE,FALSE,FALSE,1,1,0,0,0.5
3,2023-08-11T00:00:00Z,31.9,62,531,6.7,9,9.2,-3,0.10000000000000053,-252,28.966666666666665,69,6.5,668.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
3,2023-08-12T00:00:00Z,30.2,69,473,6.4,10,-1.6999999999999993,7,-0.2999999999999998,-58,28.266666666666666,65.33333333333333,6.566666666666666,595.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-13T00:00:00Z,30.1,55,745,6.1,11,-0.09999999999999787,-14,-0.3000000000000007,272,30.733333333333334,62,6.3999999999999995,583,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-14T00:00:00Z,30.1,80,569,6.3,12,0,25,0.20000000000000018,-176,30.133333333333336,68,6.266666666666667,595.6666666666666,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-08-15T00:00:00Z,30.1,63,743,6.3,13,0,-17,0,174,30.100000000000005,66,6.233333333333333,685.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-16T00:00:00Z,29.8,69,566,6.1,14,-0.3000000000000007,6,-0.20000000000000018,-177,30,70.66666666666667,6.233333333333333,626,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-17T00:00:00Z,29.6,53,671,6.6,15,-0.1999999999999993,-16,0.5,105,29.833333333333332,61.666666666666664,6.333333333333333,660,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
3,2023-08-18T00:00:00Z,30.9,58,643,6.4,16,1.2999999999999972,5,-0.1999999999999993,-28,30.099999999999998,60,6.366666666666667,626.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-19T00:00:00Z,30.8,67,682,6.6,17,-0.09999999999999787,9,0.1999999999999993,39,30.433333333333334,59.333333333333336,6.533333333333334,665.3333333333334,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
3,2023-08-20T00:00:00Z,30.9,79,467,6.3,18,0.09999999999999787,12,-0.2999999999999998,-215,30.866666666666664,68,6.433333333333334,597.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-08-21T00:00:00Z,30.2,58,714,6.7,19,-0.6999999999999993,-21,0.40000000000000036,247,30.633333333333336,68,6.533333333333334,621,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0.25
3,2023-08-22T00:00:00Z,30.5,80,726,6.6,20,0.3000000000000007,22,-0.10000000000000053,12,30.53333333333333,72.33333333333333,6.533333333333334,635.6666666666666,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
3,2023-08-23T00:00:00Z,30.8,79,780,6.1,21,0.3000000000000007,-1,-0.5,54,30.5,72.33333333333333,6.466666666666666,740,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-08-24T00:00:00Z,31.3,55,545,6.4,22,0.5,-24,0.3000000000000007,-235,30.866666666666664,71.33333333333333,6.366666666666667,683.6666666666666,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-25T00:00:00Z,31.4,74,630,6.6,23,0.09999999999999787,19,0.1999999999999993,85,31.166666666666668,69.33333333333333,6.366666666666667,651.6666666666666,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
3,2023-08-26T00:00:00Z,31.4,53,491,6.4,24,0,-21,-0.1999999999999993,-139,31.366666666666664,60.666666666666664,6.466666666666666,555.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-08-27T00:00:00Z,30.1,80,661,6.7,25,-1.2999999999999972,27,0.2999999999999998,170,30.96666666666667,69,6.566666666666666,594,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
3,2023-08-28T00:00:00Z,29.4,75,535,6.1,26,-0.7000000000000028,-5,-0.6000000000000005,-126,30.3,69.33333333333333,6.3999999999999995,562.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-08-29T00:00:00Z,28.7,73,629,6.6,27,-0.6999999999999993,-2,0.5,94,29.400000000000002,76,6.466666666666666,608.3333333333334,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
3,2023-08-30T00:00:00Z,29.1,73,738,6.6,28,0.40000000000000213,0,0,109,29.066666666666666,73.66666666666667,6.433333333333333,634,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
3,2023-08-31T00:00:00Z,29.2,69,758,6.2,29,0.09999999999999787,-4,-0.39999999999999947,20,29,71.66666666666667,6.466666666666666,708.3333333333334,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-09-01T00:00:00Z,31.7,76,799,6.3,30,2.5,7,0.09999999999999964,41,30,72.66666666666667,6.366666666666667,765,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-09-02T00:00:00Z,31.7,75,577,6.2,31,0,-1,-0.09999999999999964,-222,30.866666666666664,73.33333333333333,6.233333333333333,711.3333333333334,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
3,2023-09-03T00:00:00Z,31.7,69,439,6.3,32,0,-6,0.09999999999999964,-138,31.7,73.33333333333333,6.266666666666667,605,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-09-04T00:00:00Z,31.7,50,516,6.5,33,0,-19,0.20000000000000018,77,31.7,64.66666666666667,6.333333333333333,510.6666666666667,FALSE,TRUE,TRUE,FALSE,0,1,1,0,0.5
3,2023-09-05T00:00:00Z,32,72,741,6.8,34,0.3000000000000007,22,0.2999999999999998,225,31.8,63.666666666666664,6.533333333333334,565.3333333333334,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
3,2023-09-06T00:00:00Z,32.1,72,492,6,35,0.10000000000000142,0,-0.7999999999999998,-249,31.933333333333334,64.66666666666667,6.433333333333334,583,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0.25
